entity,invoice_number,invoice_date,year,item_code,quantity,contact_raw,contact_canonical,status,account_raw,product_line,net,is_product_revenue,is_intra_group,description,item_description,category,category_source
SRND Group Ltd,#SR241330,2026-05-13,2026,,,Hifi Corner,Hifi Corner,Receivable Invoice,SRND Store Sales,SRND Store Sales,823.12,1,0,Hifi Corner - MAG Theatron S6 - Black,MAG Theatron S6 - Black,Speakers,description-rule
SRND Group Ltd,#SR241330,2026-05-13,2026,,,Hifi Corner,Hifi Corner,Receivable Invoice,SRND Store Sales,SRND Store Sales,1097.51,1,0,Hifi Corner - MAG Theatron S4 - Black,MAG Theatron S4 - Black,Speakers,description-rule
SRND Group Ltd,#SR241330,2026-05-13,2026,,,Hifi Corner,Hifi Corner,Receivable Invoice,SRND Store Sales,SRND Store Sales,823.13,1,0,Hifi Corner - MAG Theatron Slim 110 black,MAG Theatron Slim 110 black,Speakers,description-rule
SRND Group Ltd,#SR241330,2026-05-13,2026,,,Hifi Corner,Hifi Corner,Receivable Invoice,SRND Store Sales,SRND Store Sales,444.49,1,0,Hifi Corner - MAG Theatron WMT-20 wall mount,MAG Theatron WMT-20 wall mount,Speakers,description-rule
SRND Group Ltd,#SR241331,2026-05-18,2026,,,Hifi Corner,Hifi Corner,Receivable Invoice,SRND Store Sales,SRND Store Sales,156000.0,1,0,Hifi Corner - Komodo 0.7pp | 6x5 cabinet format | 3840*1800 | 2.88m x 1.35m | (5% spares + puck wall mount included),Komodo 0.7pp | 6x5 cabinet format | 3840*1800 | 2.88m x 1.35m | (5% spares + puck wall mount included),LED Video Walls,description-rule
SRND Group Ltd,#SR241331,2026-05-18,2026,,,Hifi Corner,Hifi Corner,Receivable Invoice,SRND Store Sales,SRND Store Sales,5040.0,1,0,"Hifi Corner - Gold tier Professional services including commissioning, assisted installation, and on-site training.","Gold tier Professional services including commissioning, assisted installation, and on-site training.","Services — design, commissioning & support",description-rule
SRND Group Ltd,#SR241331,2026-05-18,2026,,,Hifi Corner,Hifi Corner,Receivable Invoice,SRND Store Sales,SRND Store Sales,3724.5,1,0,"Hifi Corner - Modular screen wall solution featuring a decoupled framework, Baffle mounting speaker locations and acoustics. Based on dimensions 3,5 x 2,6m","Modular screen wall solution featuring a decoupled framework, Baffle mounting speaker locations and acoustics. Based on dimensions 3,5 x 2,6m",Screen Walls,description-rule
SRND Group Ltd,#SR241331,2026-05-18,2026,,,Hifi Corner,Hifi Corner,Receivable Invoice,SRND Store Sales,SRND Store Sales,6646.5,1,0,"Hifi Corner - Mad VR Envy Extreme Mk3 - HDMI 2.1 video processor with single processed HDMI input and Output and single bypass output. AI powered dynamic tone mapping, scaling, deinterlacing and advanced calibration functions up to 8K60","Mad VR Envy Extreme Mk3 - HDMI 2.1 video processor with single processed HDMI input and Output and single bypass output. AI powered dynamic tone mapping, scaling, deinterlacing and advanced calibration functions up to 8K60","Services — design, commissioning & support",description-rule
SRND Group Ltd,#SR241332,2026-05-19,2026,,,Hifi Corner,Hifi Corner,Receivable Invoice,SRND Store Sales,SRND Store Sales,135.0,1,0,Hifi Corner - LJ perpetual license - 4 universes,LJ perpetual license - 4 universes,LED Control and Power,description-rule
SRND Group Ltd,#SR241332,2026-05-19,2026,,,Hifi Corner,Hifi Corner,Receivable Invoice,SRND Store Sales,SRND Store Sales,1316.25,1,0,"Hifi Corner - Micro Media Server for Light Jams by SRND - Dual LAN, 16GB RAM","Micro Media Server for Light Jams by SRND - Dual LAN, 16GB RAM",LED Control and Power,description-rule
SRND Group Ltd,#SR241364,2026-07-09,2026,,,Hifi Corner,Hifi Corner,Receivable Invoice,SRND Store Sales,SRND Store Sales,2331.0,1,0,Hifi Corner - Frontier - (D#Q5FW0U8),Frontier - (D#Q5FW0U8),Fixed & specialist screens,description-rule
SRND Group Ltd,#SR241364,2026-07-09,2026,,,Hifi Corner,Hifi Corner,Receivable Invoice,SRND Store Sales,SRND Store Sales,1320.0,1,0,Hifi Corner - RESONANCE CONTROL PANEL,RESONANCE CONTROL PANEL,Acoustic Treatment,description-rule
SRND Group Ltd,#SR241364,2026-07-09,2026,,,Hifi Corner,Hifi Corner,Receivable Invoice,SRND Store Sales,SRND Store Sales,1170.0,1,0,Hifi Corner - REVERBERATION CONTROL PANEL 50mm,REVERBERATION CONTROL PANEL 50mm,Acoustic Treatment,description-rule
SRND Group Ltd,#SR241364,2026-07-09,2026,,,Hifi Corner,Hifi Corner,Receivable Invoice,SRND Store Sales,SRND Store Sales,1170.0,1,0,Hifi Corner - Reflection Control Panel,Reflection Control Panel,Acoustic Treatment,description-rule
SRND Group Ltd,#SR241364,2026-07-09,2026,,,Hifi Corner,Hifi Corner,Receivable Invoice,SRND Store Sales,SRND Store Sales,6480.0,1,0,"Hifi Corner - FW Madrid design, 2 side walls, no ceiling, 3 pixel LED stripes each side.","FW Madrid design, 2 side walls, no ceiling, 3 pixel LED stripes each side.","Services — design, commissioning & support",description-rule
SRND Group Ltd,#SR241364,2026-07-09,2026,,,Hifi Corner,Hifi Corner,Receivable Invoice,SRND Store Sales,SRND Store Sales,468.0,1,0,Hifi Corner - Fabric Walls - Aluminium Frame System - Black Powder coat Finish 32mm deep frame with mounting hardware. Silicon edge CNC cut Fabric Surface - Camira Blazer Lite - 2864 x 300 mm,Fabric Walls - Aluminium Frame System - Black Powder coat Finish 32mm deep frame with mounting hardware. Silicon edge CNC cut Fabric Surface - Camira Blazer Lite - 2864 x 300 mm,Fabric wall frames & panels,description-rule
SRND Group Ltd,#SR241364,2026-07-09,2026,,,Hifi Corner,Hifi Corner,Receivable Invoice,SRND Store Sales,SRND Store Sales,2086.4,1,0,Hifi Corner - Fabric Walls - Aluminium Frame System - Black Powder coat Finish 32mm deep frame with mounting hardware. Silicon edge CNC cut Fabric Surface - Camira Blazer Lite - 875 x 2000 mm,Fabric Walls - Aluminium Frame System - Black Powder coat Finish 32mm deep frame with mounting hardware. Silicon edge CNC cut Fabric Surface - Camira Blazer Lite - 875 x 2000 mm,Fabric wall frames & panels,description-rule
SRND Group Ltd,#SR241364,2026-07-09,2026,,,Hifi Corner,Hifi Corner,Receivable Invoice,SRND Store Sales,SRND Store Sales,1215.0,1,0,Hifi Corner - 35mm x 35mm Surface Mount Profile - Black Anodised Profile - Black Diffusor up to 2m - Populated with 12v RGBW Pro Pixel LED and Terminated with Tails,35mm x 35mm Surface Mount Profile - Black Anodised Profile - Black Diffusor up to 2m - Populated with 12v RGBW Pro Pixel LED and Terminated with Tails,LED Tape,description-rule
SRND Group Ltd,#SR241364,2026-07-09,2026,,,Hifi Corner,Hifi Corner,Receivable Invoice,SRND Store Sales,SRND Store Sales,120.0,1,0,Hifi Corner - Meanwell 12V - 350w (UHP-350-12),Meanwell 12V - 350w (UHP-350-12),LED Control and Power,description-rule
SRND Group Ltd,#SR241364,2026-07-09,2026,,,Hifi Corner,Hifi Corner,Receivable Invoice,SRND Store Sales,SRND Store Sales,537.29,1,0,Hifi Corner - PixLite® A4-S Mk3,PixLite® A4-S Mk3,LED Control and Power,description-rule
SRND Group Ltd,#SR241366,2026-07-16,2026,,,Hifi Corner,Hifi Corner,Receivable Invoice,SRND Store Sales,SRND Store Sales,3685.0,1,0,Hifi Corner - Akustik + Sylomer® Channel Clip 15,Akustik + Sylomer® Channel Clip 15,Sound Isolation,description-rule
SRND Group Ltd,#SR241366,2026-07-16,2026,,,Hifi Corner,Hifi Corner,Receivable Invoice,SRND Store Sales,SRND Store Sales,663.75,1,0,Hifi Corner - EP 500+Sylomer s35,EP 500+Sylomer s35,Sound Isolation,description-rule
SRND Group Ltd,#SR241366,2026-07-16,2026,,,Hifi Corner,Hifi Corner,Receivable Invoice,SRND Store Sales,SRND Store Sales,4234.0,1,0,Hifi Corner - MP5A - Rubber elastomer compound mixed with Barite,MP5A - Rubber elastomer compound mixed with Barite,Sound Isolation,description-rule
SRND Group Ltd,#SR241038,2024-04-25,2024,,,Holburn (Scotland) Limited,Holburn (Scotland) Limited,Receivable Invoice,Sales - Services - Project Design,Project Design,4545.0,1,0,Holburn (Scotland) Limited - Fit Out Design Work for Kildrummy Cinema Project as per proposal SRND_HH_KILDRUMMY_DESIGN AND FIT-OUT_10APR24. Design cost 10% of total value .,Fit Out Design Work for Kildrummy Cinema Project as per proposal SRND_HH_KILDRUMMY_DESIGN AND FIT-OUT_10APR24. Design cost 10% of total value .,Project Design,account
SRND Group Ltd,#SR241058,2024-06-21,2024,,,Holburn (Scotland) Limited,Holburn (Scotland) Limited,Receivable Invoice,Sales - Materials - Audio Amplfiers,Audio Amplfiers,14400.0,1,0,Holburn (Scotland) Limited - TPIC-PM8HD - High Performance Class D Amplifier - 4 x 2000W Balanced Analogue Input TPI CINEMA,TPIC-PM8HD - High Performance Class D Amplifier - 4 x 2000W Balanced Analogue Input TPI CINEMA,Audio Amplifiers,account
SRND Group Ltd,#SR241058,2024-06-21,2024,,,Holburn (Scotland) Limited,Holburn (Scotland) Limited,Receivable Invoice,Sales - Materials - Audio Amplfiers,Audio Amplfiers,14400.0,1,0,Holburn (Scotland) Limited - TPIC-PM2HD - High Performance Class D Amplifier - 4 x 500W Balanced Analogue Input TPI CINEMA,TPIC-PM2HD - High Performance Class D Amplifier - 4 x 500W Balanced Analogue Input TPI CINEMA,Audio Amplifiers,account
SRND Group Ltd,#SR241058,2024-06-21,2024,,,Holburn (Scotland) Limited,Holburn (Scotland) Limited,Receivable Invoice,Sales - Materials - Speakers,Speakers,13500.0,1,0,"Holburn (Scotland) Limited - TPIC-STUDIO -3-12 - 1 x 8"", 1 x 12"" Woofer, 1 x 1"" Softdome Tweeter - 45- 20kHz - 1500W - 8ohms - 95dB TPI CINEMA","TPIC-STUDIO -3-12 - 1 x 8"", 1 x 12"" Woofer, 1 x 1"" Softdome Tweeter - 45- 20kHz - 1500W - 8ohms - 95dB TPI CINEMA",Speakers,account
SRND Group Ltd,#SR241058,2024-06-21,2024,,,Holburn (Scotland) Limited,Holburn (Scotland) Limited,Receivable Invoice,Sales - Materials - Speakers,Speakers,18000.0,1,0,"Holburn (Scotland) Limited - TPIC-STUDIO -3-6H - 2 x 6"" Woofer, 1 x 1"" Softdome Tweeter - Angle Baffle - 80-20kHz - 600W - 4ohms - 97dB - 100mm TPI CINEMA","TPIC-STUDIO -3-6H - 2 x 6"" Woofer, 1 x 1"" Softdome Tweeter - Angle Baffle - 80-20kHz - 600W - 4ohms - 97dB - 100mm TPI CINEMA",Speakers,account
SRND Group Ltd,#SR241058,2024-06-21,2024,,,Holburn (Scotland) Limited,Holburn (Scotland) Limited,Receivable Invoice,Sales - Materials - Speakers,Speakers,18000.0,1,0,"Holburn (Scotland) Limited - TPIC-STUDIO -3-6PRO - 2 x 6"" Woofer, 1 x 1"" Softdome Tweeter - 80- 20kHz - 600W - 4ohms - 97dB - 100mm TPI CINEMA","TPIC-STUDIO -3-6PRO - 2 x 6"" Woofer, 1 x 1"" Softdome Tweeter - 80- 20kHz - 600W - 4ohms - 97dB - 100mm TPI CINEMA",Speakers,account
SRND Group Ltd,#SR241058,2024-06-21,2024,,,Holburn (Scotland) Limited,Holburn (Scotland) Limited,Receivable Invoice,Sales - Materials - Speakers,Speakers,7800.0,1,0,"Holburn (Scotland) Limited - TPIC-STUDIO -CS15 - 1 x 15"" Woofer, 25-150Hz - 1800W - 8ohms - 98dB TPI CINEMA","TPIC-STUDIO -CS15 - 1 x 15"" Woofer, 25-150Hz - 1800W - 8ohms - 98dB TPI CINEMA",Speakers,account
SRND Group Ltd,#SR241058,2024-06-21,2024,,,Holburn (Scotland) Limited,Holburn (Scotland) Limited,Receivable Invoice,Sales - Materials - Speakers,Speakers,7800.0,1,0,"Holburn (Scotland) Limited - TPIC-STUDIO -CS410X - 4 x 10"" Woofer, High Output 35-150Hz - 1000W - 8ohms - 93dB - 100mm deep TPI CINEMA","TPIC-STUDIO -CS410X - 4 x 10"" Woofer, High Output 35-150Hz - 1000W - 8ohms - 93dB - 100mm deep TPI CINEMA",Speakers,account
SRND Group Ltd,#SR241058,2024-06-21,2024,,,Holburn (Scotland) Limited,Holburn (Scotland) Limited,Receivable Invoice,Sales - Materials - Speakers,Speakers,2880.0,1,0,Holburn (Scotland) Limited - TPIC-BK - Mounting bracket kit 2 x brackets with mounting bolts TPI Cinema,TPIC-BK - Mounting bracket kit 2 x brackets with mounting bolts TPI Cinema,Speakers,account
SRND Group Ltd,#SR241057,2024-06-21,2024,,,Holburn (Scotland) Limited,Holburn (Scotland) Limited,Receivable Invoice,Sales - Materials - Screen Walls,Screen Walls,9603.38,1,0,Holburn (Scotland) Limited - SRND - Custom Cinema Fit Out Element Screen Wall - Baffle wall projection screen wall with speaker mounts. SRND,SRND - Custom Cinema Fit Out Element Screen Wall - Baffle wall projection screen wall with speaker mounts. SRND,Screen Walls,account
SRND Group Ltd,#SR241064,2024-07-09,2024,,,Holburn (Scotland) Limited,Holburn (Scotland) Limited,Receivable Invoice,Sales - Materials - Projection Screens,Projection Screens,10381.8,1,0,Holburn (Scotland) Limited - Dynamic 2s - Side Masking Screen - (D#0VI6AW1),Dynamic 2s - Side Masking Screen - (D#0VI6AW1),Projection Screens,account
SRND Group Ltd,#SR241073,2024-08-09,2024,,,Holburn (Scotland) Limited,Holburn (Scotland) Limited,Receivable Invoice,Sales - Materials - Projectors,Projectors,22750.0,1,0,Holburn (Scotland) Limited - Barco Balder Cinemascope Cinema Projector - EN61 - Standard Zoom Lens Option (1.70-2.50),Barco Balder Cinemascope Cinema Projector - EN61 - Standard Zoom Lens Option (1.70-2.50),Projectors,account
SRND Group Ltd,#SR241073,2024-08-09,2024,,,Holburn (Scotland) Limited,Holburn (Scotland) Limited,Receivable Invoice,Sales - Materials - Video Processors,Video Processors,6706.0,1,0,Holburn (Scotland) Limited - madVR Envy Pro MK2,madVR Envy Pro MK2,Video Processors,account
SRND Group Ltd,#SR241073,2024-08-09,2024,,,Holburn (Scotland) Limited,Holburn (Scotland) Limited,Receivable Invoice,Sales - Materials - Projector Mounts,Projector Mounts,2118.6,1,0,Holburn (Scotland) Limited - Projector Port Hole (Double Glazed),Projector Port Hole (Double Glazed),Projector Mounts,account
SRND Group Ltd,#SR241073,2024-09-27,2024,,,Holburn (Scotland) Limited,Holburn (Scotland) Limited,Receivable Payment,Sales,Sales,-0.06,1,0,Payment: Holburn (Scotland) Limited,Payment: Holburn (Scotland) Limited,Sales,account
SRND Group Ltd,#SR241093,2024-10-02,2024,,,Holburn (Scotland) Limited,Holburn (Scotland) Limited,Receivable Invoice,SRND Store Sales,SRND Store Sales,1170.0,1,0,Holburn (Scotland) Limited - Reflection Control Panel,Reflection Control Panel,Acoustic Treatment,description-rule
SRND Group Ltd,#SR241093,2024-10-02,2024,,,Holburn (Scotland) Limited,Holburn (Scotland) Limited,Receivable Invoice,SRND Store Sales,SRND Store Sales,5280.0,1,0,Holburn (Scotland) Limited - RESONANCE CONTROL PANEL,RESONANCE CONTROL PANEL,Acoustic Treatment,description-rule
SRND Group Ltd,#SR241093,2024-10-02,2024,,,Holburn (Scotland) Limited,Holburn (Scotland) Limited,Receivable Invoice,SRND Store Sales,SRND Store Sales,1170.0,1,0,Holburn (Scotland) Limited - REVERBERATION CONTROL PANEL 50mm,REVERBERATION CONTROL PANEL 50mm,Acoustic Treatment,description-rule
SRND Group Ltd,#SR241093,2024-10-02,2024,,,Holburn (Scotland) Limited,Holburn (Scotland) Limited,Receivable Invoice,SRND Store Sales,SRND Store Sales,3575.0,1,0,Holburn (Scotland) Limited - Front Wall Acoustic Materials,Front Wall Acoustic Materials,Acoustic Treatment,description-rule
SRND Group Ltd,#SR241140,2025-02-17,2025,,,Holburn (Scotland) Limited,Holburn (Scotland) Limited,Receivable Invoice,SRND Store Sales,SRND Store Sales,548.4,1,0,Holburn (Scotland) Limited - Ceiling Mount,Ceiling Mount,Projector Mounts,description-rule
SRND Group Ltd,INV-0012,2025-09-05,2025,,,Holburn (Scotland) Limited,Holburn (Scotland) Limited,Receivable Invoice,Sales - Services - Project Design,Project Design,45450.0,1,0,"Holburn (Scotland) Limited - Kildrummy Cinema Fit-out
As Per proposal - SRND_HH_KILDRUMMY_DESIGN AND FIT-OUT_10APR24","Kildrummy Cinema Fit-out
As Per proposal - SRND_HH_KILDRUMMY_DESIGN AND FIT-OUT_10APR24",Project Design,account
SRND Group Ltd,INV-0012,2025-09-05,2025,,,Holburn (Scotland) Limited,Holburn (Scotland) Limited,Receivable Invoice,Sales - Services - Project Design,Project Design,-5050.0,1,0,Holburn (Scotland) Limited - Payment Received - Design,Payment Received - Design,Project Design,account
SRND Group Ltd,INV-0012,2025-09-05,2025,,,Holburn (Scotland) Limited,Holburn (Scotland) Limited,Receivable Invoice,SRND Store Sales,SRND Store Sales,-9603.38,1,0,Holburn (Scotland) Limited - Payment Received - Screen Wall,Payment Received - Screen Wall,Payments & adjustments,description-rule
SRND Group Ltd,INV-0012,2025-09-05,2025,,,Holburn (Scotland) Limited,Holburn (Scotland) Limited,Receivable Invoice,SRND Store Sales,SRND Store Sales,-3575.0,1,0,Holburn (Scotland) Limited - Acusti Cubes - (Screen Wall) Prepaid,Acusti Cubes - (Screen Wall) Prepaid,Payments & adjustments,description-rule
SRND Group Ltd,INV-0018,2025-09-10,2025,,,Holburn (Scotland) Limited,Holburn (Scotland) Limited,Receivable Invoice,Sales - Services - On Site Services,On Site Services,12500.0,1,0,Holburn (Scotland) Limited - Interim Paymrnt for Kildrummy cinema room fit-out,Interim Paymrnt for Kildrummy cinema room fit-out,On Site Services,account
SRND Group Ltd,INV-0016,2025-10-30,2025,,,Holburn (Scotland) Limited,Holburn (Scotland) Limited,Receivable Invoice,SRND Store Sales,SRND Store Sales,1462.5,1,0,Holburn (Scotland) Limited - Acoustic Panels - Front Wall - Kilbrummy,Acoustic Panels - Front Wall - Kilbrummy,Acoustic Treatment,description-rule
SRND Group Ltd,#SR241284,2026-01-23,2026,,,Holburn (Scotland) Limited,Holburn (Scotland) Limited,Receivable Invoice,SRND Store Sales,SRND Store Sales,625.0,1,0,Holburn (Scotland) Limited - Commissioning Support - SRND Display Products,Commissioning Support - SRND Display Products,"Services — design, commissioning & support",description-rule
SRND Group Ltd,#SR241371,2026-07-27,2026,,,Holburn (Scotland) Limited,Holburn (Scotland) Limited,Receivable Invoice,SRND Store Sales,SRND Store Sales,6200.0,1,0,"Holburn (Scotland) Limited - Replacement silicon edge fabric panel in black Showtex - All arches, Front wall panels, Panels around door","Replacement silicon edge fabric panel in black Showtex - All arches, Front wall panels, Panels around door",Fabric wall frames & panels,description-rule
SRND Group Ltd,#SR241371,2026-07-27,2026,,,Holburn (Scotland) Limited,Holburn (Scotland) Limited,Receivable Invoice,SRND Store Sales,SRND Store Sales,2129.0,1,0,Holburn (Scotland) Limited - Supply of fabric only for ceiling,Supply of fabric only for ceiling,Fabric wall frames & panels,description-rule
SRND Group Ltd,#SR241371,2026-07-27,2026,,,Holburn (Scotland) Limited,Holburn (Scotland) Limited,Receivable Invoice,SRND Store Sales,SRND Store Sales,75.0,1,0,Holburn (Scotland) Limited - Extra for the wrapped profiles,Extra for the wrapped profiles,Surcharges,description-rule
SRND Group Ltd,#SR241010,2024-02-14,2024,,,Holburn HiFi Ltd,Holburn HiFi Ltd,Receivable Invoice,Sales - Materials - Sound Isolation,Sound Isolation,1701.0,1,0,Holburn HiFi Ltd - Penetration Isolation Back Box - 270mm x 400mm,Penetration Isolation Back Box - 270mm x 400mm,Sound Isolation,account
SRND Group Ltd,#SR241016,2024-03-08,2024,,,Holburn HiFi Ltd,Holburn HiFi Ltd,Receivable Invoice,Sales - Materials - Speakers,Speakers,1300.0,1,0,Holburn HiFi Ltd - STH-LR6G – COMPACT FORMAT 2 WAY INVISIBLE SPEAKER - PAIR,STH-LR6G – COMPACT FORMAT 2 WAY INVISIBLE SPEAKER - PAIR,Speakers,account
SRND Group Ltd,#SR241016,2024-03-08,2024,,,Holburn HiFi Ltd,Holburn HiFi Ltd,Receivable Invoice,Sales - Materials - Speakers,Speakers,300.0,1,0,Holburn HiFi Ltd - Wooden Backbox 12 - Compact,Wooden Backbox 12 - Compact,Speakers,account
SRND Group Ltd,#SR241016,2024-03-08,2024,,,Holburn HiFi Ltd,Holburn HiFi Ltd,Receivable Invoice,Sales - Materials - Speakers,Speakers,225.0,1,0,Holburn HiFi Ltd - Wooden Backbox 22 - Medium,Wooden Backbox 22 - Medium,Speakers,account
SRND Group Ltd,#SR241016,2024-03-08,2024,,,Holburn HiFi Ltd,Holburn HiFi Ltd,Receivable Invoice,Sales - Materials - Speakers,Speakers,500.0,1,0,Holburn HiFi Ltd - STH-LRX83 – MEDIUM FORMAT 3 WAY INVISIBLE SPEAKER - SINGLE,STH-LRX83 – MEDIUM FORMAT 3 WAY INVISIBLE SPEAKER - SINGLE,Speakers,account
SRND Group Ltd,#SR241016,2024-03-08,2024,,,Holburn HiFi Ltd,Holburn HiFi Ltd,Receivable Invoice,Sales - Materials - Speakers,Speakers,650.0,1,0,Holburn HiFi Ltd - STH-B22G – MEDIUM FORMAT DUAL PANEL WAY INVISIBLE SUBWOOFER,STH-B22G – MEDIUM FORMAT DUAL PANEL WAY INVISIBLE SUBWOOFER,Speakers,account
SRND Group Ltd,#SR241029,2024-04-10,2024,,,Home Control Scotland Limited,Home Control Scotland Limited,Receivable Invoice,Sales - Materials - Speakers,Speakers,1100.0,1,0,Home Control Scotland Limited - Metal Backbox 22 - Medium,Metal Backbox 22 - Medium,Speakers,account
SRND Group Ltd,#SR241029,2024-04-10,2024,,,Home Control Scotland Limited,Home Control Scotland Limited,Receivable Invoice,Sales - Materials - Speakers,Speakers,1000.0,1,0,Home Control Scotland Limited - STH-LRX83 – MEDIUM FORMAT 3 WAY INVISIBLE SPEAKER - PAIR,STH-LRX83 – MEDIUM FORMAT 3 WAY INVISIBLE SPEAKER - PAIR,Speakers,account
SRND Group Ltd,#SR241028,2024-04-10,2024,,,Home Control Scotland Limited,Home Control Scotland Limited,Receivable Invoice,Sales - Materials - Speakers,Speakers,4000.0,1,0,Home Control Scotland Limited - STH-LRX83 – MEDIUM FORMAT 3 WAY INVISIBLE SPEAKER - PAIR,STH-LRX83 – MEDIUM FORMAT 3 WAY INVISIBLE SPEAKER - PAIR,Speakers,account
SRND Group Ltd,#SR241062,2024-07-03,2024,,,Ideaworks,Ideaworks,Receivable Invoice,SRND Store Sales,SRND Store Sales,988.8,1,0,Ideaworks - Projector Port Hole Small (Single Glazed),Projector Port Hole Small (Single Glazed),Port holes & glass,description-rule
SRND Group Ltd,#SR241182,2025-05-14,2025,,,Ideaworks,Ideaworks,Receivable Invoice,SRND Store Sales,SRND Store Sales,548.4,1,0,Ideaworks - Ceiling Mount,Ceiling Mount,Projector Mounts,description-rule
SRND Group Ltd,#SR241123,2025-01-10,2025,,,Ideaworks (London) Limited,Ideaworks (London) Limited,Receivable Invoice,SRND Store Sales,SRND Store Sales,3000.0,1,0,Ideaworks (London) Limited - Acoustic Treatment Design Service - Basic,Acoustic Treatment Design Service - Basic,"Services — design, commissioning & support",description-rule
SRND Group Ltd,#SR241135,2025-01-30,2025,,,Ideaworks (London) Limited,Ideaworks (London) Limited,Receivable Invoice,Sales - Materials - Airflow,Airflow,730.8,1,0,Ideaworks (London) Limited - Mistral Commander - Fan Controller 2 Zone,Mistral Commander - Fan Controller 2 Zone,Airflow,account
SRND Group Ltd,#SR241135,2025-01-30,2025,,,Ideaworks (London) Limited,Ideaworks (London) Limited,Receivable Invoice,Sales - Materials - Projector Mounts,Projector Mounts,1412.4,1,0,Ideaworks (London) Limited - DT-HBO-VM,DT-HBO-VM,Projector Mounts,account
SRND Group Ltd,#SR241135,2025-01-30,2025,,,Ideaworks (London) Limited,Ideaworks (London) Limited,Receivable Invoice,Sales - Materials - Airflow,Airflow,1754.4,1,0,Ideaworks (London) Limited - Mistral-150 Inline Fan,Mistral-150 Inline Fan,Airflow,account
SRND Group Ltd,#SR241135,2025-01-30,2025,,,Ideaworks (London) Limited,Ideaworks (London) Limited,Receivable Invoice,Sales - Materials - Projector Mounts,Projector Mounts,3884.4,1,0,Ideaworks (London) Limited - Hush Box - Medium - Right and Rear (R) / 150mm,Hush Box - Medium - Right and Rear (R) / 150mm,Projector Mounts,account
SRND Group Ltd,#SR241154,2025-03-18,2025,,,Ideaworks (London) Limited,Ideaworks (London) Limited,Receivable Invoice,Sales - Materials - Acoustic Treatment,Acoustic Treatment,3960.0,1,0,Ideaworks (London) Limited - RESONANCE CONTROL PANEL,RESONANCE CONTROL PANEL,Acoustic Treatment,account
SRND Group Ltd,#SR241154,2025-03-18,2025,,,Ideaworks (London) Limited,Ideaworks (London) Limited,Receivable Invoice,Sales - Materials - Acoustic Treatment,Acoustic Treatment,1950.0,1,0,Ideaworks (London) Limited - REVERBERATION CONTROL PANEL 50mm,REVERBERATION CONTROL PANEL 50mm,Acoustic Treatment,account
SRND Group Ltd,#SR241154,2025-03-18,2025,,,Ideaworks (London) Limited,Ideaworks (London) Limited,Receivable Invoice,Sales - Materials - Acoustic Treatment,Acoustic Treatment,1950.0,1,0,Ideaworks (London) Limited - Reflection Control Panel,Reflection Control Panel,Acoustic Treatment,account
SRND Group Ltd,#SR241169,2025-04-22,2025,,,Ideaworks (London) Limited,Ideaworks (London) Limited,Receivable Invoice,SRND Store Sales,SRND Store Sales,1320.0,1,0,Ideaworks (London) Limited - RESONANCE CONTROL PANEL,RESONANCE CONTROL PANEL,Acoustic Treatment,description-rule
SRND Group Ltd,#SR241169,2025-04-22,2025,,,Ideaworks (London) Limited,Ideaworks (London) Limited,Receivable Invoice,SRND Store Sales,SRND Store Sales,780.0,1,0,Ideaworks (London) Limited - REVERBERATION CONTROL PANEL 50mm,REVERBERATION CONTROL PANEL 50mm,Acoustic Treatment,description-rule
SRND Group Ltd,#SR241169,2025-04-22,2025,,,Ideaworks (London) Limited,Ideaworks (London) Limited,Receivable Invoice,SRND Store Sales,SRND Store Sales,780.0,1,0,Ideaworks (London) Limited - Reflection Control Panel,Reflection Control Panel,Acoustic Treatment,description-rule
SRND Group Ltd,#SR241174,2025-05-02,2025,,,Ideaworks (London) Limited,Ideaworks (London) Limited,Receivable Invoice,Sales - Materials - Acoustic Treatment,Acoustic Treatment,2730.0,1,0,Ideaworks (London) Limited - REVERBERATION CONTROL PANEL 50mm,REVERBERATION CONTROL PANEL 50mm,Acoustic Treatment,account
SRND Group Ltd,#SR241174,2025-05-02,2025,,,Ideaworks (London) Limited,Ideaworks (London) Limited,Receivable Invoice,Sales - Materials - Acoustic Treatment,Acoustic Treatment,1170.0,1,0,Ideaworks (London) Limited - Reflection Control Panel,Reflection Control Panel,Acoustic Treatment,account
SRND Group Ltd,#SR241184,2025-05-15,2025,,,Ideaworks (London) Limited,Ideaworks (London) Limited,Receivable Invoice,Sales - Materials - Projector Mounts,Projector Mounts,6010.6,1,0,Ideaworks (London) Limited - Vertical Projector Mount - XXL,Vertical Projector Mount - XXL,Projector Mounts,account
SRND Group Ltd,#SR241222,2025-07-31,2025,,,Ideaworks (London) Limited,Ideaworks (London) Limited,Receivable Invoice,SRND Store Sales,SRND Store Sales,780.0,1,0,Ideaworks (London) Limited - REVERBERATION CONTROL PANEL 50mm,REVERBERATION CONTROL PANEL 50mm,Acoustic Treatment,description-rule
SRND Group Ltd,#SR241222,2025-07-31,2025,,,Ideaworks (London) Limited,Ideaworks (London) Limited,Receivable Invoice,SRND Store Sales,SRND Store Sales,660.0,1,0,Ideaworks (London) Limited - RESONANCE CONTROL PANEL,RESONANCE CONTROL PANEL,Acoustic Treatment,description-rule
